"X10RR[2,3]","X10RR[3,3]",Delta_chisquare
-0.9999999999999978,0.2000000000000033,1.2312567447528266
-0.9999999999999978,0.3000000000000034,1.3296601782302986
-0.9999999999999978,0.40000000000000346,1.4741181148467888
-0.9999999999999978,0.5000000000000036,1.6713296041459529
-0.9999999999999978,0.6000000000000036,1.9299554336014353
-0.9999999999999978,0.7000000000000037,2.260722638564175
-0.9999999999999978,0.8000000000000038,2.676628588994234
-0.9999999999999978,0.9000000000000039,3.1932904643878146
-0.9999999999999978,1.000000000000004,3.8294942576581406
-0.9999999999999978,1.100000000000004,4.608005778075778
-0.9999999999999978,1.2000000000000042,5.556714452721948
-0.8999999999999977,-1.299999999999998,5.383646869591345
-0.8999999999999977,-1.199999999999998,4.382919410402309
-0.8999999999999977,-1.0999999999999979,3.5669910523050277
-0.8999999999999977,-0.9999999999999978,2.9032297854727176
-0.8999999999999977,-0.8999999999999977,2.3655145324098896
-0.8999999999999977,-0.7999999999999976,1.9326794191854475
-0.8999999999999977,-0.6999999999999975,1.5873699739794063
-0.8999999999999977,-0.5999999999999974,1.3152321241425255
-0.8999999999999977,-0.49999999999999734,1.1043631923154322
-0.8999999999999977,-0.39999999999999725,0.9449624215016144
-0.8999999999999977,-0.29999999999999716,0.8291268883356366
-0.8999999999999977,-0.19999999999999707,0.7507469931357207
-0.8999999999999977,-0.09999999999999698,0.7054640446772567
-0.8999999999999977,3.1086244689504383e-15,0.6906607869709518
-0.8999999999999977,0.1000000000000032,0.7054640446772709
-0.8999999999999977,0.2000000000000033,0.7507469931357349
-0.8999999999999977,0.3000000000000034,0.8291268883356366
-0.8999999999999977,0.40000000000000346,0.9449624215016144
-0.8999999999999977,0.5000000000000036,1.1043631923154322
-0.8999999999999977,0.6000000000000036,1.3152321241425398
-0.8999999999999977,0.7000000000000037,1.5873699739794347
-0.8999999999999977,0.8000000000000038,1.9326794191854617
-0.8999999999999977,0.9000000000000039,2.365514532409918
-0.8999999999999977,1.000000000000004,2.9032297854727602
-0.8999999999999977,1.100000000000004,3.5669910523050845
-0.8999999999999977,1.2000000000000042,4.382919410402366
-0.8999999999999977,1.3000000000000043,5.383646869591416
-0.7999999999999976,-1.3999999999999981,5.424717023163254
-0.7999999999999976,-1.299999999999998,4.342102786823133
-0.7999999999999976,-1.199999999999998,3.4682721006517028
-0.7999999999999976,-1.0999999999999979,2.763535853874984
-0.7999999999999976,-0.9999999999999978,2.196650266630087
-0.7999999999999976,-0.8999999999999977,1.7427617757363834
-0.7999999999999976,-0.7999999999999976,1.3818513059286488
-0.7999999999999976,-0.6999999999999975,1.097590468403709
-0.7999999999999976,-0.5999999999999974,0.8765305578800451
-0.7999999999999976,-0.49999999999999734,0.7075535487170583
-0.7999999999999976,-0.39999999999999725,0.5815226199879362
-0.7999999999999976,-0.29999999999999716,0.49107806874786775
-0.7999999999999976,-0.19999999999999707,0.4305328000867519
-0.7999999999999976,-0.09999999999999698,0.39582991190252415
-0.7999999999999976,3.1086244689504383e-15,0.3845332216794617
-0.7999999999999976,0.1000000000000032,0.39582991190252415
-0.7999999999999976,0.2000000000000033,0.4305328000867519
-0.7999999999999976,0.3000000000000034,0.49107806874788196
-0.7999999999999976,0.40000000000000346,0.5815226199879362
-0.7999999999999976,0.5000000000000036,0.7075535487170725
-0.7999999999999976,0.6000000000000036,0.8765305578800593
-0.7999999999999976,0.7000000000000037,1.0975904684037232
-0.7999999999999976,0.8000000000000038,1.3818513059286772
-0.7999999999999976,0.9000000000000039,1.7427617757364118
-0.7999999999999976,1.000000000000004,2.1966502666301153
-0.7999999999999976,1.100000000000004,2.7635358538750268
-0.7999999999999976,1.2000000000000042,3.4682721006517454
-0.7999999999999976,1.3000000000000043,4.34210278682319
-0.7999999999999976,1.4000000000000044,5.424717023163325
-0.6999999999999975,-1.4999999999999982,5.704337633086979
-0.6999999999999975,-1.3999999999999981,4.493979798913799
-0.6999999999999975,-1.299999999999998,3.5288694257735216
-0.6999999999999975,-1.199999999999998,2.7593423835125037
-0.6999999999999975,-1.0999999999999979,2.146747152762046
-0.6999999999999975,-0.9999999999999978,1.660794537752082
-0.6999999999999975,-0.8999999999999977,1.277502552082396
-0.6999999999999975,-0.7999999999999976,0.9776406899557486
-0.6999999999999975,-0.6999999999999975,0.7455861247245394
-0.6999999999999975,-0.5999999999999974,0.5685127059504111
-0.6999999999999975,-0.49999999999999734,0.43584195552348604
-0.6999999999999975,-0.39999999999999725,0.33889359273524633
-0.6999999999999975,-0.29999999999999716,0.27068144754680645
-0.6999999999999975,-0.19999999999999707,0.22580895064150752
-0.6999999999999975,-0.09999999999999698,0.2004267181983579
-0.6999999999999975,3.1086244689504383e-15,0.19222307867023858
-0.6999999999999975,0.1000000000000032,0.2004267181983579
-0.6999999999999975,0.2000000000000033,0.22580895064150752
-0.6999999999999975,0.3000000000000034,0.27068144754680645
-0.6999999999999975,0.40000000000000346,0.33889359273524633
-0.6999999999999975,0.5000000000000036,0.43584195552348604
-0.6999999999999975,0.6000000000000036,0.5685127059504111
-0.6999999999999975,0.7000000000000037,0.7455861247245537
-0.6999999999999975,0.8000000000000038,0.9776406899557628
-0.6999999999999975,0.9000000000000039,1.2775025520824244
-0.6999999999999975,1.000000000000004,1.6607945377521105
-0.6999999999999975,1.100000000000004,2.1467471527620887
-0.6999999999999975,1.2000000000000042,2.7593423835125463
-0.6999999999999975,1.3000000000000043,3.5288694257735784
-0.6999999999999975,1.4000000000000044,4.49397979891387
-0.6999999999999975,1.5000000000000044,5.70433763308705
-0.5999999999999974,-1.4999999999999982,4.87594809710329
-0.5999999999999974,-1.3999999999999981,3.770770207760009
-0.5999999999999974,-1.299999999999998,2.9001768137179056
-0.5999999999999974,-1.199999999999998,2.2152343226304225
-0.5999999999999974,-1.0999999999999979,1.677967639024331
-0.5999999999999974,-0.9999999999999978,1.2587098771133753
-0.5999999999999974,-0.8999999999999977,0.9340472465695484
-0.5999999999999974,-0.7999999999999976,0.6852633237561321
-0.5999999999999974,-0.6999999999999975,0.49719525027444433
-0.5999999999999974,-0.5999999999999974,0.3574227300234156
-0.5999999999999974,-0.49999999999999734,0.25571902531879687
-0.5999999999999974,-0.39999999999999725,0.18370148196608227
-0.5999999999999974,-0.29999999999999716,0.13462744252875325
-0.5999999999999974,-0.19999999999999707,0.10328973638087291
-0.5999999999999974,-0.09999999999999698,0.08597426448052659
-0.5999999999999974,3.1086244689504383e-15,0.08045052614806991
-0.5999999999999974,0.1000000000000032,0.08597426448052659
-0.5999999999999974,0.2000000000000033,0.10328973638087291
-0.5999999999999974,0.3000000000000034,0.13462744252875325
-0.5999999999999974,0.40000000000000346,0.18370148196609648
-0.5999999999999974,0.5000000000000036,0.2557190253188111
-0.5999999999999974,0.6000000000000036,0.3574227300234156
-0.5999999999999974,0.7000000000000037,0.49719525027444433
-0.5999999999999974,0.8000000000000038,0.6852633237561463
-0.5999999999999974,0.9000000000000039,0.9340472465695626
-0.5999999999999974,1.000000000000004,1.2587098771134038
-0.5999999999999974,1.100000000000004,1.6779676390243594
-0.5999999999999974,1.2000000000000042,2.215234322630465
-0.5999999999999974,1.3000000000000043,2.900176813717948
-0.5999999999999974,1.4000000000000044,3.77077020776008
-0.5999999999999974,1.5000000000000044,4.875948097103361
-0.49999999999999734,-1.5999999999999983,5.5526339965158655
-0.49999999999999734,-1.4999999999999982,4.2402823916661845
-0.49999999999999734,-1.3999999999999981,3.2175260445826837
-0.49999999999999734,-1.299999999999998,2.4215997608263677
-0.49999999999999734,-1.199999999999998,1.8040135596964717
-0.49999999999999734,-1.0999999999999979,1.3272030972435829
-0.49999999999999734,-0.9999999999999978,0.9618793790834133
-0.49999999999999734,-0.8999999999999977,0.6849736461679612
-0.49999999999999734,-0.7999999999999976,0.47808164601865144
-0.49999999999999734,-0.6999999999999975,0.32631983127302533
-0.49999999999999734,-0.5999999999999974,0.21751435674430297
-0.49999999999999734,-0.49999999999999734,0.14165207554066228
-0.49999999999999734,-0.39999999999999725,0.09053106413806233
-0.49999999999999734,-0.29999999999999716,0.05755653564858676
-0.49999999999999734,-0.19999999999999707,0.03763632987296717
-0.49999999999999734,-0.09999999999999698,0.02713849807408053
-0.49999999999999734,3.1086244689504383e-15,0.023881829755140416
-0.49999999999999734,0.1000000000000032,0.02713849807408053
-0.49999999999999734,0.2000000000000033,0.03763632987298138
-0.49999999999999734,0.3000000000000034,0.05755653564858676
-0.49999999999999734,0.40000000000000346,0.09053106413807654
-0.49999999999999734,0.5000000000000036,0.14165207554066228
-0.49999999999999734,0.6000000000000036,0.21751435674431718
-0.49999999999999734,0.7000000000000037,0.32631983127302533
-0.49999999999999734,0.8000000000000038,0.47808164601866565
-0.49999999999999734,0.9000000000000039,0.6849736461679754
-0.49999999999999734,1.000000000000004,0.9618793790834275
-0.49999999999999734,1.100000000000004,1.3272030972436113
-0.49999999999999734,1.2000000000000042,1.8040135596965143
-0.49999999999999734,1.3000000000000043,2.4215997608264104
-0.49999999999999734,1.4000000000000044,3.2175260445827405
-0.49999999999999734,1.5000000000000044,4.2402823916662555
-0.49999999999999734,1.6000000000000045,5.552633996515965
-0.39999999999999725,-1.5999999999999983,5.007698742614394
-0.39999999999999725,-1.4999999999999982,3.7640406746820076
-0.39999999999999725,-1.3999999999999981,2.804235903586303
-0.39999999999999725,-1.299999999999998,2.065781258855907
-0.39999999999999725,-1.199999999999998,1.5004307131391812
-0.39999999999999725,-1.0999999999999979,1.0708458052174308
-0.39999999999999725,-0.9999999999999978,0.7479453528186042
-0.39999999999999725,-0.8999999999999977,0.5088503383884984
-0.39999999999999725,-0.7999999999999976,0.33532818032388434
-0.39999999999999725,-0.6999999999999975,0.21264893151915487
-0.39999999999999725,-0.5999999999999974,0.12877427642595762
-0.39999999999999725,-0.49999999999999734,0.07380852717243158
-0.39999999999999725,-0.39999999999999725,0.03964914863605884
-0.39999999999999725,-0.29999999999999716,0.01978267171196535
-0.39999999999999725,-0.19999999999999707,0.009180183365472772
-0.39999999999999725,-0.09999999999999698,0.004254911405610073
-0.39999999999999725,3.1086244689504383e-15,0.002852751263262121
-0.39999999999999725,0.1000000000000032,0.004254911405610073
-0.39999999999999725,0.2000000000000033,0.009180183365472772
-0.39999999999999725,0.3000000000000034,0.01978267171196535
-0.39999999999999725,0.40000000000000346,0.03964914863605884
-0.39999999999999725,0.5000000000000036,0.07380852717243158
-0.39999999999999725,0.6000000000000036,0.12877427642595762
-0.39999999999999725,0.7000000000000037,0.21264893151915487
-0.39999999999999725,0.8000000000000038,0.33532818032389855
-0.39999999999999725,0.9000000000000039,0.5088503383885126
-0.39999999999999725,1.000000000000004,0.7479453528186184
-0.39999999999999725,1.100000000000004,1.0708458052174592
-0.39999999999999725,1.2000000000000042,1.5004307131392096
-0.39999999999999725,1.3000000000000043,2.0657812588559494
-0.39999999999999725,1.4000000000000044,2.8042359035863598
-0.39999999999999725,1.5000000000000044,3.7640406746820787
-0.39999999999999725,1.6000000000000045,5.00769874261448
-0.29999999999999716,-1.6999999999999984,6.168808459875393
-0.29999999999999716,-1.5999999999999983,4.614377387293857
-0.29999999999999716,-1.4999999999999982,3.4207399348995153
-0.29999999999999716,-1.3999999999999981,2.5071073123090315
-0.29999999999999716,-1.299999999999998,1.8111006151602993
-0.29999999999999716,-1.199999999999998,1.2845895121345308
-0.29999999999999716,-1.0999999999999979,0.8903426679692927
-0.29999999999999716,-0.9999999999999978,0.5993774562723218
-0.29999999999999716,-0.8999999999999977,0.3889048452927142
-0.29999999999999716,-0.7999999999999976,0.24077366915402365
-0.29999999999999716,-0.6999999999999975,0.14032682640090854
-0.29999999999999716,-0.5999999999999974,0.07559027705882215
-0.29999999999999716,-0.49999999999999734,0.03672403875314956
-0.29999999999999716,-0.39999999999999725,0.0156727117821589
-0.29999999999999716,-0.29999999999999716,0.005961392385231079
-0.29999999999999716,-0.19999999999999707,0.0025911627954542382
-0.29999999999999716,-0.09999999999999698,0.001996676013121146
-0.29999999999999716,3.1086244689504383e-15,0.0020366825838635805
-0.29999999999999716,0.1000000000000032,0.001996676013121146
-0.29999999999999716,0.2000000000000033,0.0025911627954542382
-0.29999999999999716,0.3000000000000034,0.005961392385231079
-0.29999999999999716,0.40000000000000346,0.0156727117821589
-0.29999999999999716,0.5000000000000036,0.03672403875314956
-0.29999999999999716,0.6000000000000036,0.07559027705882215
-0.29999999999999716,0.7000000000000037,0.14032682640090854
-0.29999999999999716,0.8000000000000038,0.24077366915402365
-0.29999999999999716,0.9000000000000039,0.3889048452927284
-0.29999999999999716,1.000000000000004,0.599377456272336
-0.29999999999999716,1.100000000000004,0.890342667969307
-0.29999999999999716,1.2000000000000042,1.2845895121345592
-0.29999999999999716,1.3000000000000043,1.811100615160342
-0.29999999999999716,1.4000000000000044,2.507107312309074
-0.29999999999999716,1.5000000000000044,3.420739934899572
-0.29999999999999716,1.6000000000000045,4.614377387293942
-0.29999999999999716,1.7000000000000046,6.168808459875493
-0.19999999999999707,-1.6999999999999984,5.8678237777595115
-0.19999999999999707,-1.5999999999999983,4.349763606776804
-0.19999999999999707,-1.4999999999999982,3.1900296167561493
-0.19999999999999707,-1.3999999999999981,2.307882356468923
-0.19999999999999707,-1.299999999999998,1.6409890775365028
-0.19999999999999707,-1.199999999999998,1.141262421452268
-0.19999999999999707,-1.0999999999999979,0.7715108425946795
-0.19999999999999707,-0.9999999999999978,0.5027883210411375
-0.19999999999999707,-0.8999999999999977,0.3123392483391001
-0.19999999999999707,-0.7999999999999976,0.18204269873918122
-0.19999999999999707,-0.6999999999999975,0.09726862774189726
-0.19999999999999707,-0.5999999999999974,0.04606686915721525
-0.19999999999999707,-0.49999999999999734,0.018618131223817613
-0.19999999999999707,-0.39999999999999725,0.006884521681968181
-0.19999999999999707,-0.29999999999999716,0.004405461041741887
-0.19999999999999707,-0.19999999999999707,0.006193172635732935
-0.19999999999999707,-0.09999999999999698,0.008690267392381656
-0.19999999999999707,3.1086244689504383e-15,0.009760270614236788
-0.19999999999999707,0.1000000000000032,0.008690267392381656
-0.19999999999999707,0.2000000000000033,0.006193172635732935
-0.19999999999999707,0.3000000000000034,0.004405461041741887
-0.19999999999999707,0.40000000000000346,0.006884521681968181
-0.19999999999999707,0.5000000000000036,0.018618131223817613
-0.19999999999999707,0.6000000000000036,0.04606686915722946
-0.19999999999999707,0.7000000000000037,0.09726862774189726
-0.19999999999999707,0.8000000000000038,0.18204269873919543
-0.19999999999999707,0.9000000000000039,0.3123392483391143
-0.19999999999999707,1.000000000000004,0.5027883210411517
-0.19999999999999707,1.100000000000004,0.7715108425947079
-0.19999999999999707,1.2000000000000042,1.1412624214522822
-0.19999999999999707,1.3000000000000043,1.6409890775365454
-0.19999999999999707,1.4000000000000044,2.3078823564689657
-0.19999999999999707,1.5000000000000044,3.190029616756206
-0.19999999999999707,1.6000000000000045,4.349763606776875
-0.19999999999999707,1.7000000000000046,5.867823777759625
-0.09999999999999698,-1.6999999999999984,5.694652057145618
-0.09999999999999698,-1.5999999999999983,4.197533668116961
-0.09999999999999698,-1.4999999999999982,3.0574115360305427
-0.09999999999999698,-1.3999999999999981,2.193557595616525
-0.09999999999999698,-1.299999999999998,1.5436497498770905
-0.09999999999999698,-1.199999999999998,1.0596105571083854
-0.09999999999999698,-1.0999999999999979,0.704257653913757
-0.09999999999999698,-0.9999999999999978,0.44865346801739747
-0.09999999999999698,-0.8999999999999977,0.2700501040356187
-0.09999999999999698,-0.7999999999999976,0.15033361470993611
-0.09999999999999698,-0.6999999999999975,0.07488019945373026
-0.09999999999999698,-0.5999999999999974,0.031745201411865764
-0.09999999999999698,-0.49999999999999734,0.011114103579913603
-0.09999999999999698,-0.39999999999999725,0.0049530538770738985
-0.09999999999999698,-0.29999999999999716,0.006804778414391421
-0.09999999999999698,-0.19999999999999707,0.011684071547364283
-0.09999999999999698,-0.09999999999999698,0.01603538064939869
-0.09999999999999698,3.1086244689504383e-15,0.01772333289007122
-0.09999999999999698,0.1000000000000032,0.01603538064939869
-0.09999999999999698,0.2000000000000033,0.011684071547364283
-0.09999999999999698,0.3000000000000034,0.006804778414391421
-0.09999999999999698,0.40000000000000346,0.0049530538770738985
-0.09999999999999698,0.5000000000000036,0.011114103579913603
-0.09999999999999698,0.6000000000000036,0.031745201411865764
-0.09999999999999698,0.7000000000000037,0.07488019945373026
-0.09999999999999698,0.8000000000000038,0.15033361470995033
-0.09999999999999698,0.9000000000000039,0.2700501040356329
-0.09999999999999698,1.000000000000004,0.4486534680174117
-0.09999999999999698,1.100000000000004,0.7042576539137713
-0.09999999999999698,1.2000000000000042,1.0596105571084138
-0.09999999999999698,1.3000000000000043,1.543649749877119
-0.09999999999999698,1.4000000000000044,2.193557595616582
-0.09999999999999698,1.5000000000000044,3.0574115360306138
-0.09999999999999698,1.6000000000000045,4.197533668117046
-0.09999999999999698,1.7000000000000046,5.694652057145717
3.1086244689504383e-15,-1.6999999999999984,5.638166068290403
3.1086244689504383e-15,-1.5999999999999983,4.147881480078894
3.1086244689504383e-15,-1.4999999999999982,3.014174930722234
3.1086244689504383e-15,-1.3999999999999981,2.1563191140144937
3.1086244689504383e-15,-1.299999999999998,1.5119926430499078
3.1086244689504383e-15,-1.199999999999998,1.0331187372448198
3.1086244689504383e-15,-1.0999999999999979,0.6825156453508896
3.1086244689504383e-15,-0.9999999999999978,0.4312463582687798
3.1086244689504383e-15,-0.8999999999999977,0.2565634948194031
3.1086244689504383e-15,-0.7999999999999976,0.14035357297696294
3.1086244689504383e-15,-0.6999999999999975,0.06799320841570022
3.1086244689504383e-15,-0.5999999999999974,0.02753811156949837
3.1086244689504383e-15,-0.49999999999999734,0.009174083751048556
3.1086244689504383e-15,-0.39999999999999725,0.004867542224801014
3.1086244689504383e-15,-0.29999999999999716,0.008161433475208923
3.1086244689504383e-15,-0.19999999999999707,0.014070723259294482
3.1086244689504383e-15,-0.09999999999999698,0.019039981380146287
3.1086244689504383e-15,3.1086244689504383e-15,0.02093390846509635
3.1086244689504383e-15,0.1000000000000032,0.019039981380146287
3.1086244689504383e-15,0.2000000000000033,0.014070723259294482
3.1086244689504383e-15,0.3000000000000034,0.008161433475208923
3.1086244689504383e-15,0.40000000000000346,0.004867542224801014
3.1086244689504383e-15,0.5000000000000036,0.009174083751048556
3.1086244689504383e-15,0.6000000000000036,0.02753811156949837
3.1086244689504383e-15,0.7000000000000037,0.06799320841570022
3.1086244689504383e-15,0.8000000000000038,0.14035357297696294
3.1086244689504383e-15,0.9000000000000039,0.2565634948194031
3.1086244689504383e-15,1.000000000000004,0.431246358268794
3.1086244689504383e-15,1.100000000000004,0.682515645350918
3.1086244689504383e-15,1.2000000000000042,1.0331187372448483
3.1086244689504383e-15,1.3000000000000043,1.5119926430499362
3.1086244689504383e-15,1.4000000000000044,2.1563191140145506
3.1086244689504383e-15,1.5000000000000044,3.014174930722291
3.1086244689504383e-15,1.6000000000000045,4.147881480078979
3.1086244689504383e-15,1.7000000000000046,5.638166068290516
0.1000000000000032,-1.6999999999999984,5.694652057145618
0.1000000000000032,-1.5999999999999983,4.197533668116975
0.1000000000000032,-1.4999999999999982,3.057411536030557
0.1000000000000032,-1.3999999999999981,2.1935575956165394
0.1000000000000032,-1.299999999999998,1.5436497498770905
0.1000000000000032,-1.199999999999998,1.0596105571083854
0.1000000000000032,-1.0999999999999979,0.704257653913757
0.1000000000000032,-0.9999999999999978,0.44865346801739747
0.1000000000000032,-0.8999999999999977,0.2700501040356329
0.1000000000000032,-0.7999999999999976,0.15033361470995033
0.1000000000000032,-0.6999999999999975,0.07488019945373026
0.1000000000000032,-0.5999999999999974,0.031745201411865764
0.1000000000000032,-0.49999999999999734,0.011114103579913603
0.1000000000000032,-0.39999999999999725,0.0049530538770738985
0.1000000000000032,-0.29999999999999716,0.006804778414391421
0.1000000000000032,-0.19999999999999707,0.011684071547364283
0.1000000000000032,-0.09999999999999698,0.01603538064939869
0.1000000000000032,3.1086244689504383e-15,0.01772333289007122
0.1000000000000032,0.1000000000000032,0.01603538064939869
0.1000000000000032,0.2000000000000033,0.011684071547364283
0.1000000000000032,0.3000000000000034,0.006804778414391421
0.1000000000000032,0.40000000000000346,0.0049530538770738985
0.1000000000000032,0.5000000000000036,0.011114103579913603
0.1000000000000032,0.6000000000000036,0.031745201411865764
0.1000000000000032,0.7000000000000037,0.07488019945373026
0.1000000000000032,0.8000000000000038,0.15033361470995033
0.1000000000000032,0.9000000000000039,0.2700501040356329
0.1000000000000032,1.000000000000004,0.4486534680174117
0.1000000000000032,1.100000000000004,0.7042576539137713
0.1000000000000032,1.2000000000000042,1.0596105571084138
0.1000000000000032,1.3000000000000043,1.543649749877133
0.1000000000000032,1.4000000000000044,2.193557595616582
0.1000000000000032,1.5000000000000044,3.0574115360306138
0.1000000000000032,1.6000000000000045,4.197533668117046
0.1000000000000032,1.7000000000000046,5.694652057145731
0.2000000000000033,-1.6999999999999984,5.867823777759526
0.2000000000000033,-1.5999999999999983,4.349763606776818
0.2000000000000033,-1.4999999999999982,3.1900296167561493
0.2000000000000033,-1.3999999999999981,2.3078823564689372
0.2000000000000033,-1.299999999999998,1.640989077536517
0.2000000000000033,-1.199999999999998,1.141262421452268
0.2000000000000033,-1.0999999999999979,0.7715108425946937
0.2000000000000033,-0.9999999999999978,0.5027883210411517
0.2000000000000033,-0.8999999999999977,0.3123392483391001
0.2000000000000033,-0.7999999999999976,0.18204269873919543
0.2000000000000033,-0.6999999999999975,0.09726862774189726
0.2000000000000033,-0.5999999999999974,0.04606686915722946
0.2000000000000033,-0.49999999999999734,0.018618131223817613
0.2000000000000033,-0.39999999999999725,0.006884521681968181
0.2000000000000033,-0.29999999999999716,0.004405461041741887
0.2000000000000033,-0.19999999999999707,0.006193172635732935
0.2000000000000033,-0.09999999999999698,0.008690267392381656
0.2000000000000033,3.1086244689504383e-15,0.009760270614236788
0.2000000000000033,0.1000000000000032,0.008690267392381656
0.2000000000000033,0.2000000000000033,0.006193172635732935
0.2000000000000033,0.3000000000000034,0.004405461041741887
0.2000000000000033,0.40000000000000346,0.006884521681968181
0.2000000000000033,0.5000000000000036,0.018618131223817613
0.2000000000000033,0.6000000000000036,0.04606686915722946
0.2000000000000033,0.7000000000000037,0.09726862774189726
0.2000000000000033,0.8000000000000038,0.18204269873919543
0.2000000000000033,0.9000000000000039,0.3123392483391143
0.2000000000000033,1.000000000000004,0.5027883210411659
0.2000000000000033,1.100000000000004,0.7715108425947079
0.2000000000000033,1.2000000000000042,1.1412624214522964
0.2000000000000033,1.3000000000000043,1.6409890775365596
0.2000000000000033,1.4000000000000044,2.30788235646898
0.2000000000000033,1.5000000000000044,3.1900296167562203
0.2000000000000033,1.6000000000000045,4.3497636067768894
0.2000000000000033,1.7000000000000046,5.867823777759625
0.3000000000000034,-1.6999999999999984,6.168808459875407
0.3000000000000034,-1.5999999999999983,4.614377387293871
0.3000000000000034,-1.4999999999999982,3.4207399348995295
0.3000000000000034,-1.3999999999999981,2.5071073123090457
0.3000000000000034,-1.299999999999998,1.8111006151603135
0.3000000000000034,-1.199999999999998,1.284589512134545
0.3000000000000034,-1.0999999999999979,0.8903426679692927
0.3000000000000034,-0.9999999999999978,0.5993774562723218
0.3000000000000034,-0.8999999999999977,0.3889048452927284
0.3000000000000034,-0.7999999999999976,0.24077366915402365
0.3000000000000034,-0.6999999999999975,0.14032682640090854
0.3000000000000034,-0.5999999999999974,0.07559027705882215
0.3000000000000034,-0.49999999999999734,0.03672403875314956
0.3000000000000034,-0.39999999999999725,0.0156727117821589
0.3000000000000034,-0.29999999999999716,0.005961392385231079
0.3000000000000034,-0.19999999999999707,0.0025911627954542382
0.3000000000000034,-0.09999999999999698,0.001996676013121146
0.3000000000000034,3.1086244689504383e-15,0.0020366825838635805
0.3000000000000034,0.1000000000000032,0.001996676013121146
